,Date,Away,AwayPoints,Home,HomePoints,HomeAbbreviation,AwayAbbreviation,GameUrl,A_Team,B_Team,Winner,PointDifferential
836,2025-02-23,Washington Wizards,90,Orlando Magic,110,ORL,WAS,https://www.basketball-reference.com/boxscores/202502230ORL.html,Orlando Magic,Washington Wizards,Home,20
837,2025-02-23,Phoenix Suns,109,Toronto Raptors,127,TOR,PHO,https://www.basketball-reference.com/boxscores/202502230TOR.html,Phoenix Suns,Toronto Raptors,Home,18
838,2025-02-23,Memphis Grizzlies,123,Cleveland Cavaliers,129,CLE,MEM,https://www.basketball-reference.com/boxscores/202502230CLE.html,Cleveland Cavaliers,Memphis Grizzlies,Home,6
839,2025-02-23,San Antonio Spurs,96,New Orleans Pelicans,114,NOP,SAS,https://www.basketball-reference.com/boxscores/202502230NOP.html,New Orleans Pelicans,San Antonio Spurs,Home,18
840,2025-02-23,Oklahoma City Thunder,130,Minnesota Timberwolves,123,MIN,OKC,https://www.basketball-reference.com/boxscores/202502230MIN.html,Minnesota Timberwolves,Oklahoma City Thunder,Away,-7
841,2025-02-24,Los Angeles Clippers,97,Detroit Pistons,106,DET,LAC,https://www.basketball-reference.com/boxscores/202502240DET.html,Detroit Pistons,Los Angeles Clippers,Home,9
842,2025-02-24,Denver Nuggets,125,Indiana Pacers,116,IND,DEN,https://www.basketball-reference.com/boxscores/202502240IND.html,Denver Nuggets,Indiana Pacers,Away,-9
843,2025-02-24,Chicago Bulls,142,Philadelphia 76ers,110,PHI,CHI,https://www.basketball-reference.com/boxscores/202502240PHI.html,Chicago Bulls,Philadelphia 76ers,Away,-32
844,2025-02-24,Brooklyn Nets,99,Washington Wizards,107,WAS,BRK,https://www.basketball-reference.com/boxscores/202502240WAS.html,Brooklyn Nets,Washington Wizards,Home,8
845,2025-02-24,Miami Heat,86,Atlanta Hawks,98,ATL,MIA,https://www.basketball-reference.com/boxscores/202502240ATL.html,Atlanta Hawks,Miami Heat,Home,12
846,2025-02-24,Minnesota Timberwolves,131,Oklahoma City Thunder,128,OKC,MIN,https://www.basketball-reference.com/boxscores/202502240OKC.html,Minnesota Timberwolves,Oklahoma City Thunder,Away,-3
847,2025-02-24,Portland Trail Blazers,114,Utah Jazz,112,UTA,POR,https://www.basketball-reference.com/boxscores/202502240UTA.html,Portland Trail Blazers,Utah Jazz,Away,-2
848,2025-02-24,Charlotte Hornets,88,Sacramento Kings,130,SAC,CHO,https://www.basketball-reference.com/boxscores/202502240SAC.html,Charlotte Hornets,Sacramento Kings,Home,42
849,2025-02-25,Boston Celtics,111,Toronto Raptors,101,TOR,BOS,https://www.basketball-reference.com/boxscores/202502250TOR.html,Boston Celtics,Toronto Raptors,Away,-10
850,2025-02-25,Cleveland Cavaliers,122,Orlando Magic,82,ORL,CLE,https://www.basketball-reference.com/boxscores/202502250ORL.html,Cleveland Cavaliers,Orlando Magic,Away,-40
851,2025-02-25,Milwaukee Bucks,97,Houston Rockets,100,HOU,MIL,https://www.basketball-reference.com/boxscores/202502250HOU.html,Houston Rockets,Milwaukee Bucks,Home,3
852,2025-02-25,Phoenix Suns,148,Memphis Grizzlies,151,MEM,PHO,https://www.basketball-reference.com/boxscores/202502250MEM.html,Memphis Grizzlies,Phoenix Suns,Home,3
853,2025-02-25,San Antonio Spurs,103,New Orleans Pelicans,109,NOP,SAS,https://www.basketball-reference.com/boxscores/202502250NOP.html,New Orleans Pelicans,San Antonio Spurs,Home,6
854,2025-02-25,Charlotte Hornets,92,Golden State Warriors,128,GSW,CHO,https://www.basketball-reference.com/boxscores/202502250GSW.html,Charlotte Hornets,Golden State Warriors,Home,36
855,2025-02-25,Dallas Mavericks,99,Los Angeles Lakers,107,LAL,DAL,https://www.basketball-reference.com/boxscores/202502250LAL.html,Dallas Mavericks,Los Angeles Lakers,Home,8
856,2025-02-26,Boston Celtics,97,Detroit Pistons,117,DET,BOS,https://www.basketball-reference.com/boxscores/202502260DET.html,Boston Celtics,Detroit Pistons,Home,20
857,2025-02-26,Toronto Raptors,91,Indiana Pacers,111,IND,TOR,https://www.basketball-reference.com/boxscores/202502260IND.html,Indiana Pacers,Toronto Raptors,Home,20
858,2025-02-26,Philadelphia 76ers,105,New York Knicks,110,NYK,PHI,https://www.basketball-reference.com/boxscores/202502260NYK.html,New York Knicks,Philadelphia 76ers,Home,5
859,2025-02-26,Portland Trail Blazers,129,Washington Wizards,121,WAS,POR,https://www.basketball-reference.com/boxscores/202502260WAS.html,Portland Trail Blazers,Washington Wizards,Away,-8
860,2025-02-26,Oklahoma City Thunder,129,Brooklyn Nets,121,BRK,OKC,https://www.basketball-reference.com/boxscores/202502260BRK.html,Brooklyn Nets,Oklahoma City Thunder,Away,-8
861,2025-02-26,Atlanta Hawks,109,Miami Heat,131,MIA,ATL,https://www.basketball-reference.com/boxscores/202502260MIA.html,Atlanta Hawks,Miami Heat,Home,22
862,2025-02-26,Los Angeles Clippers,122,Chicago Bulls,117,CHI,LAC,https://www.basketball-reference.com/boxscores/202502260CHI.html,Chicago Bulls,Los Angeles Clippers,Away,-5
863,2025-02-26,Sacramento Kings,118,Utah Jazz,101,UTA,SAC,https://www.basketball-reference.com/boxscores/202502260UTA.html,Sacramento Kings,Utah Jazz,Away,-17
864,2025-02-26,San Antonio Spurs,106,Houston Rockets,118,HOU,SAS,https://www.basketball-reference.com/boxscores/202502260HOU.html,Houston Rockets,San Antonio Spurs,Home,12
865,2025-02-27,Golden State Warriors,121,Orlando Magic,115,ORL,GSW,https://www.basketball-reference.com/boxscores/202502270ORL.html,Golden State Warriors,Orlando Magic,Away,-6
866,2025-02-27,Denver Nuggets,112,Milwaukee Bucks,121,MIL,DEN,https://www.basketball-reference.com/boxscores/202502270MIL.html,Denver Nuggets,Milwaukee Bucks,Home,9
867,2025-02-27,Charlotte Hornets,96,Dallas Mavericks,103,DAL,CHO,https://www.basketball-reference.com/boxscores/202502270DAL.html,Charlotte Hornets,Dallas Mavericks,Home,7
868,2025-02-27,New Orleans Pelicans,124,Phoenix Suns,116,PHO,NOP,https://www.basketball-reference.com/boxscores/202502270PHO.html,New Orleans Pelicans,Phoenix Suns,Away,-8
869,2025-02-27,Minnesota Timberwolves,102,Los Angeles Lakers,111,LAL,MIN,https://www.basketball-reference.com/boxscores/202502270LAL.html,Los Angeles Lakers,Minnesota Timberwolves,Home,9
870,2025-02-28,Denver Nuggets,134,Detroit Pistons,119,DET,DEN,https://www.basketball-reference.com/boxscores/202502280DET.html,Denver Nuggets,Detroit Pistons,Away,-15
871,2025-02-28,Oklahoma City Thunder,135,Atlanta Hawks,119,ATL,OKC,https://www.basketball-reference.com/boxscores/202502280ATL.html,Atlanta Hawks,Oklahoma City Thunder,Away,-16
872,2025-02-28,Cleveland Cavaliers,123,Boston Celtics,116,BOS,CLE,https://www.basketball-reference.com/boxscores/202502280BOS.html,Boston Celtics,Cleveland Cavaliers,Away,-7
873,2025-02-28,Portland Trail Blazers,121,Brooklyn Nets,102,BRK,POR,https://www.basketball-reference.com/boxscores/202502280BRK.html,Brooklyn Nets,Portland Trail Blazers,Away,-19
874,2025-02-28,Toronto Raptors,115,Chicago Bulls,125,CHI,TOR,https://www.basketball-reference.com/boxscores/202502280CHI.html,Chicago Bulls,Toronto Raptors,Home,10
875,2025-02-28,New York Knicks,114,Memphis Grizzlies,113,MEM,NYK,https://www.basketball-reference.com/boxscores/202502280MEM.html,Memphis Grizzlies,New York Knicks,Away,-1
876,2025-02-28,Indiana Pacers,120,Miami Heat,125,MIA,IND,https://www.basketball-reference.com/boxscores/202502280MIA.html,Indiana Pacers,Miami Heat,Home,5
877,2025-02-28,New Orleans Pelicans,108,Phoenix Suns,125,PHO,NOP,https://www.basketball-reference.com/boxscores/202502280PHO.html,New Orleans Pelicans,Phoenix Suns,Home,17
878,2025-02-28,Minnesota Timberwolves,116,Utah Jazz,117,UTA,MIN,https://www.basketball-reference.com/boxscores/202502280UTA.html,Minnesota Timberwolves,Utah Jazz,Home,1
879,2025-02-28,Los Angeles Clippers,102,Los Angeles Lakers,106,LAL,LAC,https://www.basketball-reference.com/boxscores/202502280LAL.html,Los Angeles Clippers,Los Angeles Lakers,Home,4
880,2025-03-01,Washington Wizards,113,Charlotte Hornets,100,CHO,WAS,https://www.basketball-reference.com/boxscores/202503010CHO.html,Charlotte Hornets,Washington Wizards,Away,-13
881,2025-03-01,Brooklyn Nets,94,Detroit Pistons,115,DET,BRK,https://www.basketball-reference.com/boxscores/202503010DET.html,Brooklyn Nets,Detroit Pistons,Home,21
882,2025-03-01,Sacramento Kings,113,Houston Rockets,103,HOU,SAC,https://www.basketball-reference.com/boxscores/202503010HOU.html,Houston Rockets,Sacramento Kings,Away,-10
883,2025-03-01,San Antonio Spurs,130,Memphis Grizzlies,128,MEM,SAS,https://www.basketball-reference.com/boxscores/202503010MEM.html,Memphis Grizzlies,San Antonio Spurs,Away,-2
884,2025-03-01,Milwaukee Bucks,132,Dallas Mavericks,117,DAL,MIL,https://www.basketball-reference.com/boxscores/202503010DAL.html,Dallas Mavericks,Milwaukee Bucks,Away,-15
885,2025-03-01,Golden State Warriors,119,Philadelphia 76ers,126,PHI,GSW,https://www.basketball-reference.com/boxscores/202503010PHI.html,Golden State Warriors,Philadelphia 76ers,Home,7
886,2025-03-02,Denver Nuggets,103,Boston Celtics,110,BOS,DEN,https://www.basketball-reference.com/boxscores/202503020BOS.html,Boston Celtics,Denver Nuggets,Home,7
887,2025-03-02,Portland Trail Blazers,129,Cleveland Cavaliers,133,CLE,POR,https://www.basketball-reference.com/boxscores/202503020CLE.html,Cleveland Cavaliers,Portland Trail Blazers,Home,4
888,2025-03-02,Chicago Bulls,112,Indiana Pacers,127,IND,CHI,https://www.basketball-reference.com/boxscores/202503020IND.html,Chicago Bulls,Indiana Pacers,Home,15
889,2025-03-02,New York Knicks,116,Miami Heat,112,MIA,NYK,https://www.basketball-reference.com/boxscores/202503020MIA.html,Miami Heat,New York Knicks,Away,-4
890,2025-03-02,Toronto Raptors,104,Orlando Magic,102,ORL,TOR,https://www.basketball-reference.com/boxscores/202503020ORL.html,Orlando Magic,Toronto Raptors,Away,-2
891,2025-03-02,Oklahoma City Thunder,146,San Antonio Spurs,132,SAS,OKC,https://www.basketball-reference.com/boxscores/202503020SAS.html,Oklahoma City Thunder,San Antonio Spurs,Away,-14
892,2025-03-02,New Orleans Pelicans,128,Utah Jazz,121,UTA,NOP,https://www.basketball-reference.com/boxscores/202503020UTA.html,New Orleans Pelicans,Utah Jazz,Away,-7
893,2025-03-02,Los Angeles Clippers,102,Los Angeles Lakers,108,LAL,LAC,https://www.basketball-reference.com/boxscores/202503020LAL.html,Los Angeles Clippers,Los Angeles Lakers,Home,6
894,2025-03-02,Minnesota Timberwolves,116,Phoenix Suns,98,PHO,MIN,https://www.basketball-reference.com/boxscores/202503020PHO.html,Minnesota Timberwolves,Phoenix Suns,Away,-18
895,2025-03-03,Golden State Warriors,119,Charlotte Hornets,101,CHO,GSW,https://www.basketball-reference.com/boxscores/202503030CHO.html,Charlotte Hornets,Golden State Warriors,Away,-18
896,2025-03-03,Portland Trail Blazers,119,Philadelphia 76ers,102,PHI,POR,https://www.basketball-reference.com/boxscores/202503030PHI.html,Philadelphia 76ers,Portland Trail Blazers,Away,-17
897,2025-03-03,Washington Wizards,90,Miami Heat,106,MIA,WAS,https://www.basketball-reference.com/boxscores/202503030MIA.html,Miami Heat,Washington Wizards,Home,16
898,2025-03-03,Atlanta Hawks,132,Memphis Grizzlies,130,MEM,ATL,https://www.basketball-reference.com/boxscores/202503030MEM.html,Atlanta Hawks,Memphis Grizzlies,Away,-2
899,2025-03-03,Houston Rockets,128,Oklahoma City Thunder,137,OKC,HOU,https://www.basketball-reference.com/boxscores/202503030OKC.html,Houston Rockets,Oklahoma City Thunder,Home,9
900,2025-03-03,Sacramento Kings,122,Dallas Mavericks,98,DAL,SAC,https://www.basketball-reference.com/boxscores/202503030DAL.html,Dallas Mavericks,Sacramento Kings,Away,-24
901,2025-03-03,Detroit Pistons,134,Utah Jazz,106,UTA,DET,https://www.basketball-reference.com/boxscores/202503030UTA.html,Detroit Pistons,Utah Jazz,Away,-28
902,2025-03-04,Houston Rockets,102,Indiana Pacers,115,IND,HOU,https://www.basketball-reference.com/boxscores/202503040IND.html,Houston Rockets,Indiana Pacers,Home,13
903,2025-03-04,Toronto Raptors,114,Orlando Magic,113,ORL,TOR,https://www.basketball-reference.com/boxscores/202503040ORL.html,Orlando Magic,Toronto Raptors,Away,-1
904,2025-03-04,Milwaukee Bucks,127,Atlanta Hawks,121,ATL,MIL,https://www.basketball-reference.com/boxscores/202503040ATL.html,Atlanta Hawks,Milwaukee Bucks,Away,-6
905,2025-03-04,Golden State Warriors,114,New York Knicks,102,NYK,GSW,https://www.basketball-reference.com/boxscores/202503040NYK.html,Golden State Warriors,New York Knicks,Away,-12
906,2025-03-04,Cleveland Cavaliers,139,Chicago Bulls,117,CHI,CLE,https://www.basketball-reference.com/boxscores/202503040CHI.html,Chicago Bulls,Cleveland Cavaliers,Away,-22
907,2025-03-04,Philadelphia 76ers,112,Minnesota Timberwolves,126,MIN,PHI,https://www.basketball-reference.com/boxscores/202503040MIN.html,Minnesota Timberwolves,Philadelphia 76ers,Home,14
908,2025-03-04,Brooklyn Nets,113,San Antonio Spurs,127,SAS,BRK,https://www.basketball-reference.com/boxscores/202503040SAS.html,Brooklyn Nets,San Antonio Spurs,Home,14
909,2025-03-04,Los Angeles Clippers,117,Phoenix Suns,119,PHO,LAC,https://www.basketball-reference.com/boxscores/202503040PHO.html,Los Angeles Clippers,Phoenix Suns,Home,2
910,2025-03-04,New Orleans Pelicans,115,Los Angeles Lakers,136,LAL,NOP,https://www.basketball-reference.com/boxscores/202503040LAL.html,Los Angeles Lakers,New Orleans Pelicans,Home,21
911,2025-03-05,Portland Trail Blazers,118,Boston Celtics,128,BOS,POR,https://www.basketball-reference.com/boxscores/202503050BOS.html,Boston Celtics,Portland Trail Blazers,Home,10
912,2025-03-05,Minnesota Timberwolves,125,Charlotte Hornets,110,CHO,MIN,https://www.basketball-reference.com/boxscores/202503050CHO.html,Charlotte Hornets,Minnesota Timberwolves,Away,-15
913,2025-03-05,Miami Heat,107,Cleveland Cavaliers,112,CLE,MIA,https://www.basketball-reference.com/boxscores/202503050CLE.html,Cleveland Cavaliers,Miami Heat,Home,5
914,2025-03-05,Utah Jazz,122,Washington Wizards,125,WAS,UTA,https://www.basketball-reference.com/boxscores/202503050WAS.html,Utah Jazz,Washington Wizards,Home,3
915,2025-03-05,Dallas Mavericks,107,Milwaukee Bucks,137,MIL,DAL,https://www.basketball-reference.com/boxscores/202503050MIL.html,Dallas Mavericks,Milwaukee Bucks,Home,30
916,2025-03-05,Sacramento Kings,110,Denver Nuggets,116,DEN,SAC,https://www.basketball-reference.com/boxscores/202503050DEN.html,Denver Nuggets,Sacramento Kings,Home,6
917,2025-03-05,Oklahoma City Thunder,120,Memphis Grizzlies,103,MEM,OKC,https://www.basketball-reference.com/boxscores/202503050MEM.html,Memphis Grizzlies,Oklahoma City Thunder,Away,-17
918,2025-03-05,Detroit Pistons,115,Los Angeles Clippers,123,LAC,DET,https://www.basketball-reference.com/boxscores/202503050LAC.html,Detroit Pistons,Los Angeles Clippers,Home,8
919,2025-03-06,Chicago Bulls,125,Orlando Magic,123,ORL,CHI,https://www.basketball-reference.com/boxscores/202503060ORL.html,Chicago Bulls,Orlando Magic,Away,-2
920,2025-03-06,Indiana Pacers,118,Atlanta Hawks,124,ATL,IND,https://www.basketball-reference.com/boxscores/202503060ATL.html,Atlanta Hawks,Indiana Pacers,Home,6
921,2025-03-06,Philadelphia 76ers,105,Boston Celtics,123,BOS,PHI,https://www.basketball-reference.com/boxscores/202503060BOS.html,Boston Celtics,Philadelphia 76ers,Home,18
922,2025-03-06,Golden State Warriors,121,Brooklyn Nets,119,BRK,GSW,https://www.basketball-reference.com/boxscores/202503060BRK.html,Brooklyn Nets,Golden State Warriors,Away,-2
923,2025-03-06,Houston Rockets,109,New Orleans Pelicans,97,NOP,HOU,https://www.basketball-reference.com/boxscores/202503060NOP.html,Houston Rockets,New Orleans Pelicans,Away,-12
924,2025-03-06,New York Knicks,109,Los Angeles Lakers,113,LAL,NYK,https://www.basketball-reference.com/boxscores/202503060LAL.html,Los Angeles Lakers,New York Knicks,Home,4
925,2025-03-07,Cleveland Cavaliers,118,Charlotte Hornets,117,CHO,CLE,https://www.basketball-reference.com/boxscores/202503070CHO.html,Charlotte Hornets,Cleveland Cavaliers,Away,-1
926,2025-03-07,Memphis Grizzlies,122,Dallas Mavericks,111,DAL,MEM,https://www.basketball-reference.com/boxscores/202503070DAL.html,Dallas Mavericks,Memphis Grizzlies,Away,-11
927,2025-03-07,Utah Jazz,109,Toronto Raptors,118,TOR,UTA,https://www.basketball-reference.com/boxscores/202503070TOR.html,Toronto Raptors,Utah Jazz,Home,9
928,2025-03-07,Minnesota Timberwolves,106,Miami Heat,104,MIA,MIN,https://www.basketball-reference.com/boxscores/202503070MIA.html,Miami Heat,Minnesota Timberwolves,Away,-2
929,2025-03-07,Portland Trail Blazers,89,Oklahoma City Thunder,107,OKC,POR,https://www.basketball-reference.com/boxscores/202503070OKC.html,Oklahoma City Thunder,Portland Trail Blazers,Home,18
930,2025-03-07,Phoenix Suns,141,Denver Nuggets,149,DEN,PHO,https://www.basketball-reference.com/boxscores/202503070DEN.html,Denver Nuggets,Phoenix Suns,Home,8
931,2025-03-07,San Antonio Spurs,109,Sacramento Kings,127,SAC,SAS,https://www.basketball-reference.com/boxscores/202503070SAC.html,Sacramento Kings,San Antonio Spurs,Home,18
932,2025-03-07,New York Knicks,95,Los Angeles Clippers,105,LAC,NYK,https://www.basketball-reference.com/boxscores/202503070LAC.html,Los Angeles Clippers,New York Knicks,Home,10
933,2025-03-08,Brooklyn Nets,102,Charlotte Hornets,105,CHO,BRK,https://www.basketball-reference.com/boxscores/202503080CHO.html,Brooklyn Nets,Charlotte Hornets,Home,3
934,2025-03-08,New Orleans Pelicans,117,Houston Rockets,146,HOU,NOP,https://www.basketball-reference.com/boxscores/202503080HOU.html,Houston Rockets,New Orleans Pelicans,Home,29
935,2025-03-08,Indiana Pacers,118,Atlanta Hawks,120,ATL,IND,https://www.basketball-reference.com/boxscores/202503080ATL.html,Atlanta Hawks,Indiana Pacers,Home,2
936,2025-03-08,Washington Wizards,118,Toronto Raptors,117,TOR,WAS,https://www.basketball-reference.com/boxscores/202503080TOR.html,Toronto Raptors,Washington Wizards,Away,-1
937,2025-03-08,Chicago Bulls,114,Miami Heat,109,MIA,CHI,https://www.basketball-reference.com/boxscores/202503080MIA.html,Chicago Bulls,Miami Heat,Away,-5
938,2025-03-08,Orlando Magic,111,Milwaukee Bucks,109,MIL,ORL,https://www.basketball-reference.com/boxscores/202503080MIL.html,Milwaukee Bucks,Orlando Magic,Away,-2
939,2025-03-08,Los Angeles Lakers,101,Boston Celtics,111,BOS,LAL,https://www.basketball-reference.com/boxscores/202503080BOS.html,Boston Celtics,Los Angeles Lakers,Home,10
940,2025-03-08,Detroit Pistons,110,Golden State Warriors,115,GSW,DET,https://www.basketball-reference.com/boxscores/202503080GSW.html,Detroit Pistons,Golden State Warriors,Home,5
941,2025-03-09,Denver Nuggets,103,Oklahoma City Thunder,127,OKC,DEN,https://www.basketball-reference.com/boxscores/202503090OKC.html,Denver Nuggets,Oklahoma City Thunder,Home,24
942,2025-03-09,Phoenix Suns,125,Dallas Mavericks,116,DAL,PHO,https://www.basketball-reference.com/boxscores/202503090DAL.html,Dallas Mavericks,Phoenix Suns,Away,-9
943,2025-03-09,Memphis Grizzlies,107,New Orleans Pelicans,104,NOP,MEM,https://www.basketball-reference.com/boxscores/202503090NOP.html,Memphis Grizzlies,New Orleans Pelicans,Away,-3
944,2025-03-09,Utah Jazz,122,Philadelphia 76ers,126,PHI,UTA,https://www.basketball-reference.com/boxscores/202503090PHI.html,Philadelphia 76ers,Utah Jazz,Home,4
945,2025-03-09,Cleveland Cavaliers,112,Milwaukee Bucks,100,MIL,CLE,https://www.basketball-reference.com/boxscores/202503090MIL.html,Cleveland Cavaliers,Milwaukee Bucks,Away,-12
946,2025-03-09,San Antonio Spurs,124,Minnesota Timberwolves,141,MIN,SAS,https://www.basketball-reference.com/boxscores/202503090MIN.html,Minnesota Timberwolves,San Antonio Spurs,Home,17
947,2025-03-09,Detroit Pistons,119,Portland Trail Blazers,112,POR,DET,https://www.basketball-reference.com/boxscores/202503090POR.html,Detroit Pistons,Portland Trail Blazers,Away,-7
948,2025-03-09,Sacramento Kings,110,Los Angeles Clippers,111,LAC,SAC,https://www.basketball-reference.com/boxscores/202503090LAC.html,Los Angeles Clippers,Sacramento Kings,Home,1
949,2025-03-10,Philadelphia 76ers,123,Atlanta Hawks,132,ATL,PHI,https://www.basketball-reference.com/boxscores/202503100ATL.html,Atlanta Hawks,Philadelphia 76ers,Home,9
950,2025-03-10,Utah Jazz,108,Boston Celtics,114,BOS,UTA,https://www.basketball-reference.com/boxscores/202503100BOS.html,Boston Celtics,Utah Jazz,Home,6
951,2025-03-10,Los Angeles Lakers,108,Brooklyn Nets,111,BRK,LAL,https://www.basketball-reference.com/boxscores/202503100BRK.html,Brooklyn Nets,Los Angeles Lakers,Home,3
952,2025-03-10,Charlotte Hornets,105,Miami Heat,102,MIA,CHO,https://www.basketball-reference.com/boxscores/202503100MIA.html,Charlotte Hornets,Miami Heat,Away,-3
953,2025-03-10,Washington Wizards,104,Toronto Raptors,119,TOR,WAS,https://www.basketball-reference.com/boxscores/202503100TOR.html,Toronto Raptors,Washington Wizards,Home,15
954,2025-03-10,Indiana Pacers,103,Chicago Bulls,121,CHI,IND,https://www.basketball-reference.com/boxscores/202503100CHI.html,Chicago Bulls,Indiana Pacers,Home,18
955,2025-03-10,Orlando Magic,84,Houston Rockets,97,HOU,ORL,https://www.basketball-reference.com/boxscores/202503100HOU.html,Houston Rockets,Orlando Magic,Home,13
956,2025-03-10,Phoenix Suns,118,Memphis Grizzlies,120,MEM,PHO,https://www.basketball-reference.com/boxscores/202503100MEM.html,Memphis Grizzlies,Phoenix Suns,Home,2
957,2025-03-10,Denver Nuggets,140,Oklahoma City Thunder,127,OKC,DEN,https://www.basketball-reference.com/boxscores/202503100OKC.html,Denver Nuggets,Oklahoma City Thunder,Away,-13
958,2025-03-10,Dallas Mavericks,133,San Antonio Spurs,129,SAS,DAL,https://www.basketball-reference.com/boxscores/202503100SAS.html,Dallas Mavericks,San Antonio Spurs,Away,-4
959,2025-03-10,Portland Trail Blazers,120,Golden State Warriors,130,GSW,POR,https://www.basketball-reference.com/boxscores/202503100GSW.html,Golden State Warriors,Portland Trail Blazers,Home,10
960,2025-03-10,New York Knicks,133,Sacramento Kings,104,SAC,NYK,https://www.basketball-reference.com/boxscores/202503100SAC.html,New York Knicks,Sacramento Kings,Away,-29
961,2025-03-11,Brooklyn Nets,104,Cleveland Cavaliers,109,CLE,BRK,https://www.basketball-reference.com/boxscores/202503110CLE.html,Brooklyn Nets,Cleveland Cavaliers,Home,5
962,2025-03-11,Washington Wizards,103,Detroit Pistons,123,DET,WAS,https://www.basketball-reference.com/boxscores/202503110DET.html,Detroit Pistons,Washington Wizards,Home,20
963,2025-03-11,Milwaukee Bucks,114,Indiana Pacers,115,IND,MIL,https://www.basketball-reference.com/boxscores/202503110IND.html,Indiana Pacers,Milwaukee Bucks,Home,1
964,2025-03-11,Los Angeles Clippers,120,New Orleans Pelicans,127,NOP,LAC,https://www.basketball-reference.com/boxscores/202503110NOP.html,Los Angeles Clippers,New Orleans Pelicans,Home,7
965,2025-03-12,Charlotte Hornets,110,Atlanta Hawks,123,ATL,CHO,https://www.basketball-reference.com/boxscores/202503120ATL.html,Atlanta Hawks,Charlotte Hornets,Home,13
966,2025-03-12,Oklahoma City Thunder,118,Boston Celtics,112,BOS,OKC,https://www.basketball-reference.com/boxscores/202503120BOS.html,Boston Celtics,Oklahoma City Thunder,Away,-6
967,2025-03-12,Philadelphia 76ers,105,Toronto Raptors,118,TOR,PHI,https://www.basketball-reference.com/boxscores/202503120TOR.html,Philadelphia 76ers,Toronto Raptors,Home,13
968,2025-03-12,Phoenix Suns,104,Houston Rockets,111,HOU,PHO,https://www.basketball-reference.com/boxscores/202503120HOU.html,Houston Rockets,Phoenix Suns,Home,7
969,2025-03-12,Utah Jazz,115,Memphis Grizzlies,122,MEM,UTA,https://www.basketball-reference.com/boxscores/202503120MEM.html,Memphis Grizzlies,Utah Jazz,Home,7
970,2025-03-12,Los Angeles Clippers,119,Miami Heat,104,MIA,LAC,https://www.basketball-reference.com/boxscores/202503120MIA.html,Los Angeles Clippers,Miami Heat,Away,-15
971,2025-03-12,Dallas Mavericks,116,San Antonio Spurs,126,SAS,DAL,https://www.basketball-reference.com/boxscores/202503120SAS.html,Dallas Mavericks,San Antonio Spurs,Home,10
972,2025-03-12,Minnesota Timberwolves,115,Denver Nuggets,95,DEN,MIN,https://www.basketball-reference.com/boxscores/202503120DEN.html,Denver Nuggets,Minnesota Timberwolves,Away,-20
973,2025-03-12,New York Knicks,114,Portland Trail Blazers,113,POR,NYK,https://www.basketball-reference.com/boxscores/202503120POR.html,New York Knicks,Portland Trail Blazers,Away,-1
974,2025-03-13,Washington Wizards,129,Detroit Pistons,125,DET,WAS,https://www.basketball-reference.com/boxscores/202503130DET.html,Detroit Pistons,Washington Wizards,Away,-4
975,2025-03-13,Los Angeles Lakers,106,Milwaukee Bucks,126,MIL,LAL,https://www.basketball-reference.com/boxscores/202503130MIL.html,Los Angeles Lakers,Milwaukee Bucks,Home,20
976,2025-03-13,Brooklyn Nets,110,Chicago Bulls,116,CHI,BRK,https://www.basketball-reference.com/boxscores/202503130CHI.html,Brooklyn Nets,Chicago Bulls,Home,6
977,2025-03-13,Orlando Magic,113,New Orleans Pelicans,93,NOP,ORL,https://www.basketball-reference.com/boxscores/202503130NOP.html,New Orleans Pelicans,Orlando Magic,Away,-20
978,2025-03-13,Sacramento Kings,104,Golden State Warriors,130,GSW,SAC,https://www.basketball-reference.com/boxscores/202503130GSW.html,Golden State Warriors,Sacramento Kings,Home,26
979,2025-03-14,Boston Celtics,103,Miami Heat,91,MIA,BOS,https://www.basketball-reference.com/boxscores/202503140MIA.html,Boston Celtics,Miami Heat,Away,-12
980,2025-03-14,Indiana Pacers,112,Philadelphia 76ers,100,PHI,IND,https://www.basketball-reference.com/boxscores/202503140PHI.html,Indiana Pacers,Philadelphia 76ers,Away,-12
981,2025-03-14,Los Angeles Clippers,121,Atlanta Hawks,98,ATL,LAC,https://www.basketball-reference.com/boxscores/202503140ATL.html,Atlanta Hawks,Los Angeles Clippers,Away,-23
982,2025-03-14,Dallas Mavericks,96,Houston Rockets,133,HOU,DAL,https://www.basketball-reference.com/boxscores/202503140HOU.html,Dallas Mavericks,Houston Rockets,Home,37
983,2025-03-14,Cleveland Cavaliers,133,Memphis Grizzlies,124,MEM,CLE,https://www.basketball-reference.com/boxscores/202503140MEM.html,Cleveland Cavaliers,Memphis Grizzlies,Away,-9
984,2025-03-14,Orlando Magic,111,Minnesota Timberwolves,118,MIN,ORL,https://www.basketball-reference.com/boxscores/202503140MIN.html,Minnesota Timberwolves,Orlando Magic,Home,7
985,2025-03-14,Charlotte Hornets,145,San Antonio Spurs,134,SAS,CHO,https://www.basketball-reference.com/boxscores/202503140SAS.html,Charlotte Hornets,San Antonio Spurs,Away,-11
986,2025-03-14,Los Angeles Lakers,126,Denver Nuggets,131,DEN,LAL,https://www.basketball-reference.com/boxscores/202503140DEN.html,Denver Nuggets,Los Angeles Lakers,Home,5
