,Date,Away,AwayPoints,Home,HomePoints,HomeAbbreviation,AwayAbbreviation,GameUrl,A_Team,B_Team,Winner,PointDifferential
419,2024-12-23,Toronto Raptors,125,New York Knicks,139,NYK,TOR,https://www.basketball-reference.com/boxscores/202412230NYK.html,New York Knicks,Toronto Raptors,Home,14
420,2024-12-23,Milwaukee Bucks,112,Chicago Bulls,91,CHI,MIL,https://www.basketball-reference.com/boxscores/202412230CHI.html,Chicago Bulls,Milwaukee Bucks,Away,-21
421,2024-12-23,Los Angeles Clippers,114,Memphis Grizzlies,110,MEM,LAC,https://www.basketball-reference.com/boxscores/202412230MEM.html,Los Angeles Clippers,Memphis Grizzlies,Away,-4
422,2024-12-23,Washington Wizards,105,Oklahoma City Thunder,123,OKC,WAS,https://www.basketball-reference.com/boxscores/202412230OKC.html,Oklahoma City Thunder,Washington Wizards,Home,18
423,2024-12-23,Portland Trail Blazers,108,Dallas Mavericks,132,DAL,POR,https://www.basketball-reference.com/boxscores/202412230DAL.html,Dallas Mavericks,Portland Trail Blazers,Home,24
424,2024-12-23,Phoenix Suns,90,Denver Nuggets,117,DEN,PHO,https://www.basketball-reference.com/boxscores/202412230DEN.html,Denver Nuggets,Phoenix Suns,Home,27
425,2024-12-23,Indiana Pacers,111,Golden State Warriors,105,GSW,IND,https://www.basketball-reference.com/boxscores/202412230GSW.html,Golden State Warriors,Indiana Pacers,Away,-6
426,2024-12-23,Detroit Pistons,117,Los Angeles Lakers,114,LAL,DET,https://www.basketball-reference.com/boxscores/202412230LAL.html,Detroit Pistons,Los Angeles Lakers,Away,-3
427,2024-12-25,San Antonio Spurs,114,New York Knicks,117,NYK,SAS,https://www.basketball-reference.com/boxscores/202412250NYK.html,New York Knicks,San Antonio Spurs,Home,3
428,2024-12-25,Minnesota Timberwolves,105,Dallas Mavericks,99,DAL,MIN,https://www.basketball-reference.com/boxscores/202412250DAL.html,Dallas Mavericks,Minnesota Timberwolves,Away,-6
429,2024-12-25,Philadelphia 76ers,118,Boston Celtics,114,BOS,PHI,https://www.basketball-reference.com/boxscores/202412250BOS.html,Boston Celtics,Philadelphia 76ers,Away,-4
430,2024-12-25,Los Angeles Lakers,115,Golden State Warriors,113,GSW,LAL,https://www.basketball-reference.com/boxscores/202412250GSW.html,Golden State Warriors,Los Angeles Lakers,Away,-2
431,2024-12-25,Denver Nuggets,100,Phoenix Suns,110,PHO,DEN,https://www.basketball-reference.com/boxscores/202412250PHO.html,Denver Nuggets,Phoenix Suns,Home,10
432,2024-12-26,Oklahoma City Thunder,120,Indiana Pacers,114,IND,OKC,https://www.basketball-reference.com/boxscores/202412260IND.html,Indiana Pacers,Oklahoma City Thunder,Away,-6
433,2024-12-26,Miami Heat,89,Orlando Magic,88,ORL,MIA,https://www.basketball-reference.com/boxscores/202412260ORL.html,Miami Heat,Orlando Magic,Away,-1
434,2024-12-26,Charlotte Hornets,110,Washington Wizards,113,WAS,CHO,https://www.basketball-reference.com/boxscores/202412260WAS.html,Charlotte Hornets,Washington Wizards,Home,3
435,2024-12-26,Chicago Bulls,133,Atlanta Hawks,141,ATL,CHI,https://www.basketball-reference.com/boxscores/202412260ATL.html,Atlanta Hawks,Chicago Bulls,Home,8
436,2024-12-26,Toronto Raptors,126,Memphis Grizzlies,155,MEM,TOR,https://www.basketball-reference.com/boxscores/202412260MEM.html,Memphis Grizzlies,Toronto Raptors,Home,29
437,2024-12-26,Brooklyn Nets,111,Milwaukee Bucks,105,MIL,BRK,https://www.basketball-reference.com/boxscores/202412260MIL.html,Brooklyn Nets,Milwaukee Bucks,Away,-6
438,2024-12-26,Houston Rockets,128,New Orleans Pelicans,111,NOP,HOU,https://www.basketball-reference.com/boxscores/202412260NOP.html,Houston Rockets,New Orleans Pelicans,Away,-17
439,2024-12-26,Utah Jazz,120,Portland Trail Blazers,122,POR,UTA,https://www.basketball-reference.com/boxscores/202412260POR.html,Portland Trail Blazers,Utah Jazz,Home,2
440,2024-12-26,Detroit Pistons,114,Sacramento Kings,113,SAC,DET,https://www.basketball-reference.com/boxscores/202412260SAC.html,Detroit Pistons,Sacramento Kings,Away,-1
441,2024-12-27,New York Knicks,108,Orlando Magic,85,ORL,NYK,https://www.basketball-reference.com/boxscores/202412270ORL.html,New York Knicks,Orlando Magic,Away,-23
442,2024-12-27,Indiana Pacers,105,Boston Celtics,142,BOS,IND,https://www.basketball-reference.com/boxscores/202412270BOS.html,Boston Celtics,Indiana Pacers,Home,37
443,2024-12-27,San Antonio Spurs,96,Brooklyn Nets,87,BRK,SAS,https://www.basketball-reference.com/boxscores/202412270BRK.html,Brooklyn Nets,San Antonio Spurs,Away,-9
444,2024-12-27,Minnesota Timberwolves,113,Houston Rockets,112,HOU,MIN,https://www.basketball-reference.com/boxscores/202412270HOU.html,Houston Rockets,Minnesota Timberwolves,Away,-1
445,2024-12-27,Memphis Grizzlies,132,New Orleans Pelicans,124,NOP,MEM,https://www.basketball-reference.com/boxscores/202412270NOP.html,Memphis Grizzlies,New Orleans Pelicans,Away,-8
446,2024-12-27,Cleveland Cavaliers,149,Denver Nuggets,135,DEN,CLE,https://www.basketball-reference.com/boxscores/202412270DEN.html,Cleveland Cavaliers,Denver Nuggets,Away,-14
447,2024-12-27,Dallas Mavericks,98,Phoenix Suns,89,PHO,DAL,https://www.basketball-reference.com/boxscores/202412270PHO.html,Dallas Mavericks,Phoenix Suns,Away,-9
448,2024-12-27,Golden State Warriors,92,Los Angeles Clippers,102,LAC,GSW,https://www.basketball-reference.com/boxscores/202412270LAC.html,Golden State Warriors,Los Angeles Clippers,Home,10
449,2024-12-28,Miami Heat,110,Atlanta Hawks,120,ATL,MIA,https://www.basketball-reference.com/boxscores/202412280ATL.html,Atlanta Hawks,Miami Heat,Home,10
450,2024-12-28,Oklahoma City Thunder,106,Charlotte Hornets,94,CHO,OKC,https://www.basketball-reference.com/boxscores/202412280CHO.html,Charlotte Hornets,Oklahoma City Thunder,Away,-12
451,2024-12-28,New York Knicks,136,Washington Wizards,132,WAS,NYK,https://www.basketball-reference.com/boxscores/202412280WAS.html,New York Knicks,Washington Wizards,Away,-4
452,2024-12-28,Milwaukee Bucks,111,Chicago Bulls,116,CHI,MIL,https://www.basketball-reference.com/boxscores/202412280CHI.html,Chicago Bulls,Milwaukee Bucks,Home,5
453,2024-12-28,Phoenix Suns,105,Golden State Warriors,109,GSW,PHO,https://www.basketball-reference.com/boxscores/202412280GSW.html,Golden State Warriors,Phoenix Suns,Home,4
454,2024-12-28,Detroit Pistons,121,Denver Nuggets,134,DEN,DET,https://www.basketball-reference.com/boxscores/202412280DEN.html,Denver Nuggets,Detroit Pistons,Home,13
455,2024-12-28,Philadelphia 76ers,114,Utah Jazz,111,UTA,PHI,https://www.basketball-reference.com/boxscores/202412280UTA.html,Philadelphia 76ers,Utah Jazz,Away,-3
456,2024-12-28,Dallas Mavericks,122,Portland Trail Blazers,126,POR,DAL,https://www.basketball-reference.com/boxscores/202412280POR.html,Dallas Mavericks,Portland Trail Blazers,Home,4
457,2024-12-28,Sacramento Kings,122,Los Angeles Lakers,132,LAL,SAC,https://www.basketball-reference.com/boxscores/202412280LAL.html,Los Angeles Lakers,Sacramento Kings,Home,10
458,2024-12-29,Brooklyn Nets,101,Orlando Magic,102,ORL,BRK,https://www.basketball-reference.com/boxscores/202412290ORL.html,Brooklyn Nets,Orlando Magic,Home,1
459,2024-12-29,Indiana Pacers,123,Boston Celtics,114,BOS,IND,https://www.basketball-reference.com/boxscores/202412290BOS.html,Boston Celtics,Indiana Pacers,Away,-9
460,2024-12-29,Atlanta Hawks,136,Toronto Raptors,107,TOR,ATL,https://www.basketball-reference.com/boxscores/202412290TOR.html,Atlanta Hawks,Toronto Raptors,Away,-29
461,2024-12-29,Miami Heat,104,Houston Rockets,100,HOU,MIA,https://www.basketball-reference.com/boxscores/202412290HOU.html,Houston Rockets,Miami Heat,Away,-4
462,2024-12-29,Memphis Grizzlies,106,Oklahoma City Thunder,130,OKC,MEM,https://www.basketball-reference.com/boxscores/202412290OKC.html,Memphis Grizzlies,Oklahoma City Thunder,Home,24
463,2024-12-29,San Antonio Spurs,110,Minnesota Timberwolves,112,MIN,SAS,https://www.basketball-reference.com/boxscores/202412290MIN.html,Minnesota Timberwolves,San Antonio Spurs,Home,2
464,2024-12-30,Chicago Bulls,115,Charlotte Hornets,108,CHO,CHI,https://www.basketball-reference.com/boxscores/202412300CHO.html,Charlotte Hornets,Chicago Bulls,Away,-7
465,2024-12-30,New York Knicks,126,Washington Wizards,106,WAS,NYK,https://www.basketball-reference.com/boxscores/202412300WAS.html,New York Knicks,Washington Wizards,Away,-20
466,2024-12-30,Los Angeles Clippers,116,New Orleans Pelicans,113,NOP,LAC,https://www.basketball-reference.com/boxscores/202412300NOP.html,Los Angeles Clippers,New Orleans Pelicans,Away,-3
467,2024-12-30,Denver Nuggets,132,Utah Jazz,121,UTA,DEN,https://www.basketball-reference.com/boxscores/202412300UTA.html,Denver Nuggets,Utah Jazz,Away,-11
468,2024-12-30,Cleveland Cavaliers,113,Golden State Warriors,95,GSW,CLE,https://www.basketball-reference.com/boxscores/202412300GSW.html,Cleveland Cavaliers,Golden State Warriors,Away,-18
469,2024-12-30,Philadelphia 76ers,125,Portland Trail Blazers,103,POR,PHI,https://www.basketball-reference.com/boxscores/202412300POR.html,Philadelphia 76ers,Portland Trail Blazers,Away,-22
470,2024-12-30,Dallas Mavericks,100,Sacramento Kings,110,SAC,DAL,https://www.basketball-reference.com/boxscores/202412300SAC.html,Dallas Mavericks,Sacramento Kings,Home,10
471,2024-12-31,Toronto Raptors,71,Boston Celtics,125,BOS,TOR,https://www.basketball-reference.com/boxscores/202412310BOS.html,Boston Celtics,Toronto Raptors,Home,54
472,2024-12-31,Milwaukee Bucks,120,Indiana Pacers,112,IND,MIL,https://www.basketball-reference.com/boxscores/202412310IND.html,Indiana Pacers,Milwaukee Bucks,Away,-8
473,2024-12-31,Los Angeles Clippers,86,San Antonio Spurs,122,SAS,LAC,https://www.basketball-reference.com/boxscores/202412310SAS.html,Los Angeles Clippers,San Antonio Spurs,Home,36
474,2024-12-31,Minnesota Timberwolves,105,Oklahoma City Thunder,113,OKC,MIN,https://www.basketball-reference.com/boxscores/202412310OKC.html,Minnesota Timberwolves,Oklahoma City Thunder,Home,8
475,2024-12-31,Cleveland Cavaliers,122,Los Angeles Lakers,110,LAL,CLE,https://www.basketball-reference.com/boxscores/202412310LAL.html,Cleveland Cavaliers,Los Angeles Lakers,Away,-12
476,2024-12-31,Memphis Grizzlies,117,Phoenix Suns,112,PHO,MEM,https://www.basketball-reference.com/boxscores/202412310PHO.html,Memphis Grizzlies,Phoenix Suns,Away,-5
477,2025-01-01,Orlando Magic,96,Detroit Pistons,105,DET,ORL,https://www.basketball-reference.com/boxscores/202501010DET.html,Detroit Pistons,Orlando Magic,Home,9
478,2025-01-01,Chicago Bulls,107,Washington Wizards,125,WAS,CHI,https://www.basketball-reference.com/boxscores/202501010WAS.html,Chicago Bulls,Washington Wizards,Home,18
479,2025-01-01,New Orleans Pelicans,108,Miami Heat,119,MIA,NOP,https://www.basketball-reference.com/boxscores/202501010MIA.html,Miami Heat,New Orleans Pelicans,Home,11
480,2025-01-01,Utah Jazz,103,New York Knicks,119,NYK,UTA,https://www.basketball-reference.com/boxscores/202501010NYK.html,New York Knicks,Utah Jazz,Home,16
481,2025-01-01,Brooklyn Nets,113,Toronto Raptors,130,TOR,BRK,https://www.basketball-reference.com/boxscores/202501010TOR.html,Brooklyn Nets,Toronto Raptors,Home,17
482,2025-01-01,Dallas Mavericks,99,Houston Rockets,110,HOU,DAL,https://www.basketball-reference.com/boxscores/202501010HOU.html,Dallas Mavericks,Houston Rockets,Home,11
483,2025-01-01,Atlanta Hawks,120,Denver Nuggets,139,DEN,ATL,https://www.basketball-reference.com/boxscores/202501010DEN.html,Atlanta Hawks,Denver Nuggets,Home,19
484,2025-01-01,Philadelphia 76ers,107,Sacramento Kings,113,SAC,PHI,https://www.basketball-reference.com/boxscores/202501010SAC.html,Philadelphia 76ers,Sacramento Kings,Home,6
485,2025-01-02,Indiana Pacers,128,Miami Heat,115,MIA,IND,https://www.basketball-reference.com/boxscores/202501020MIA.html,Indiana Pacers,Miami Heat,Away,-13
486,2025-01-02,Boston Celtics,118,Minnesota Timberwolves,115,MIN,BOS,https://www.basketball-reference.com/boxscores/202501020MIN.html,Boston Celtics,Minnesota Timberwolves,Away,-3
487,2025-01-02,Brooklyn Nets,113,Milwaukee Bucks,110,MIL,BRK,https://www.basketball-reference.com/boxscores/202501020MIL.html,Brooklyn Nets,Milwaukee Bucks,Away,-3
488,2025-01-02,Los Angeles Clippers,98,Oklahoma City Thunder,116,OKC,LAC,https://www.basketball-reference.com/boxscores/202501020OKC.html,Los Angeles Clippers,Oklahoma City Thunder,Home,18
489,2025-01-02,Philadelphia 76ers,105,Golden State Warriors,139,GSW,PHI,https://www.basketball-reference.com/boxscores/202501020GSW.html,Golden State Warriors,Philadelphia 76ers,Home,34
490,2025-01-02,Portland Trail Blazers,106,Los Angeles Lakers,114,LAL,POR,https://www.basketball-reference.com/boxscores/202501020LAL.html,Los Angeles Lakers,Portland Trail Blazers,Home,8
491,2025-01-03,Charlotte Hornets,94,Detroit Pistons,98,DET,CHO,https://www.basketball-reference.com/boxscores/202501030DET.html,Charlotte Hornets,Detroit Pistons,Home,4
492,2025-01-03,Orlando Magic,106,Toronto Raptors,97,TOR,ORL,https://www.basketball-reference.com/boxscores/202501030TOR.html,Orlando Magic,Toronto Raptors,Away,-9
493,2025-01-03,Boston Celtics,109,Houston Rockets,86,HOU,BOS,https://www.basketball-reference.com/boxscores/202501030HOU.html,Boston Celtics,Houston Rockets,Away,-23
494,2025-01-03,Washington Wizards,120,New Orleans Pelicans,132,NOP,WAS,https://www.basketball-reference.com/boxscores/202501030NOP.html,New Orleans Pelicans,Washington Wizards,Home,12
495,2025-01-03,New York Knicks,107,Oklahoma City Thunder,117,OKC,NYK,https://www.basketball-reference.com/boxscores/202501030OKC.html,New York Knicks,Oklahoma City Thunder,Home,10
496,2025-01-03,Cleveland Cavaliers,134,Dallas Mavericks,122,DAL,CLE,https://www.basketball-reference.com/boxscores/202501030DAL.html,Cleveland Cavaliers,Dallas Mavericks,Away,-12
497,2025-01-03,San Antonio Spurs,113,Denver Nuggets,110,DEN,SAS,https://www.basketball-reference.com/boxscores/202501030DEN.html,Denver Nuggets,San Antonio Spurs,Away,-3
498,2025-01-03,Memphis Grizzlies,133,Sacramento Kings,138,SAC,MEM,https://www.basketball-reference.com/boxscores/202501030SAC.html,Memphis Grizzlies,Sacramento Kings,Home,5
499,2025-01-03,Atlanta Hawks,102,Los Angeles Lakers,119,LAL,ATL,https://www.basketball-reference.com/boxscores/202501030LAL.html,Atlanta Hawks,Los Angeles Lakers,Home,17
500,2025-01-04,Philadelphia 76ers,123,Brooklyn Nets,94,BRK,PHI,https://www.basketball-reference.com/boxscores/202501040BRK.html,Brooklyn Nets,Philadelphia 76ers,Away,-29
501,2025-01-04,Minnesota Timberwolves,105,Detroit Pistons,119,DET,MIN,https://www.basketball-reference.com/boxscores/202501040DET.html,Detroit Pistons,Minnesota Timberwolves,Home,14
502,2025-01-04,Phoenix Suns,108,Indiana Pacers,126,IND,PHO,https://www.basketball-reference.com/boxscores/202501040IND.html,Indiana Pacers,Phoenix Suns,Home,18
503,2025-01-04,New York Knicks,126,Chicago Bulls,139,CHI,NYK,https://www.basketball-reference.com/boxscores/202501040CHI.html,Chicago Bulls,New York Knicks,Home,13
504,2025-01-04,Utah Jazz,136,Miami Heat,100,MIA,UTA,https://www.basketball-reference.com/boxscores/202501040MIA.html,Miami Heat,Utah Jazz,Away,-36
505,2025-01-04,Portland Trail Blazers,105,Milwaukee Bucks,102,MIL,POR,https://www.basketball-reference.com/boxscores/202501040MIL.html,Milwaukee Bucks,Portland Trail Blazers,Away,-3
506,2025-01-04,Denver Nuggets,122,San Antonio Spurs,111,SAS,DEN,https://www.basketball-reference.com/boxscores/202501040SAS.html,Denver Nuggets,San Antonio Spurs,Away,-11
507,2025-01-04,Memphis Grizzlies,113,Golden State Warriors,121,GSW,MEM,https://www.basketball-reference.com/boxscores/202501040GSW.html,Golden State Warriors,Memphis Grizzlies,Home,8
508,2025-01-04,Atlanta Hawks,105,Los Angeles Clippers,131,LAC,ATL,https://www.basketball-reference.com/boxscores/202501040LAC.html,Atlanta Hawks,Los Angeles Clippers,Home,26
509,2025-01-05,Boston Celtics,92,Oklahoma City Thunder,105,OKC,BOS,https://www.basketball-reference.com/boxscores/202501050OKC.html,Boston Celtics,Oklahoma City Thunder,Home,13
510,2025-01-05,Charlotte Hornets,105,Cleveland Cavaliers,115,CLE,CHO,https://www.basketball-reference.com/boxscores/202501050CLE.html,Charlotte Hornets,Cleveland Cavaliers,Home,10
511,2025-01-05,New Orleans Pelicans,110,Washington Wizards,98,WAS,NOP,https://www.basketball-reference.com/boxscores/202501050WAS.html,New Orleans Pelicans,Washington Wizards,Away,-12
512,2025-01-05,Utah Jazz,105,Orlando Magic,92,ORL,UTA,https://www.basketball-reference.com/boxscores/202501050ORL.html,Orlando Magic,Utah Jazz,Away,-13
513,2025-01-05,Los Angeles Lakers,115,Houston Rockets,119,HOU,LAL,https://www.basketball-reference.com/boxscores/202501050HOU.html,Houston Rockets,Los Angeles Lakers,Home,4
514,2025-01-05,Sacramento Kings,129,Golden State Warriors,99,GSW,SAC,https://www.basketball-reference.com/boxscores/202501050GSW.html,Golden State Warriors,Sacramento Kings,Away,-30
515,2025-01-06,Portland Trail Blazers,115,Detroit Pistons,118,DET,POR,https://www.basketball-reference.com/boxscores/202501060DET.html,Detroit Pistons,Portland Trail Blazers,Home,3
516,2025-01-06,Phoenix Suns,109,Philadelphia 76ers,99,PHI,PHO,https://www.basketball-reference.com/boxscores/202501060PHI.html,Philadelphia 76ers,Phoenix Suns,Away,-10
517,2025-01-06,Indiana Pacers,113,Brooklyn Nets,99,BRK,IND,https://www.basketball-reference.com/boxscores/202501060BRK.html,Brooklyn Nets,Indiana Pacers,Away,-14
518,2025-01-06,Orlando Magic,103,New York Knicks,94,NYK,ORL,https://www.basketball-reference.com/boxscores/202501060NYK.html,New York Knicks,Orlando Magic,Away,-9
519,2025-01-06,Milwaukee Bucks,128,Toronto Raptors,104,TOR,MIL,https://www.basketball-reference.com/boxscores/202501060TOR.html,Milwaukee Bucks,Toronto Raptors,Away,-24
520,2025-01-06,San Antonio Spurs,110,Chicago Bulls,114,CHI,SAS,https://www.basketball-reference.com/boxscores/202501060CHI.html,Chicago Bulls,San Antonio Spurs,Home,4
521,2025-01-06,Dallas Mavericks,104,Memphis Grizzlies,119,MEM,DAL,https://www.basketball-reference.com/boxscores/202501060MEM.html,Dallas Mavericks,Memphis Grizzlies,Home,15
522,2025-01-06,Los Angeles Clippers,106,Minnesota Timberwolves,108,MIN,LAC,https://www.basketball-reference.com/boxscores/202501060MIN.html,Los Angeles Clippers,Minnesota Timberwolves,Home,2
523,2025-01-06,Miami Heat,118,Sacramento Kings,123,SAC,MIA,https://www.basketball-reference.com/boxscores/202501060SAC.html,Miami Heat,Sacramento Kings,Home,5
524,2025-01-07,Phoenix Suns,104,Charlotte Hornets,115,CHO,PHO,https://www.basketball-reference.com/boxscores/202501070CHO.html,Charlotte Hornets,Phoenix Suns,Home,11
525,2025-01-07,Houston Rockets,135,Washington Wizards,112,WAS,HOU,https://www.basketball-reference.com/boxscores/202501070WAS.html,Houston Rockets,Washington Wizards,Away,-23
526,2025-01-07,Los Angeles Lakers,97,Dallas Mavericks,118,DAL,LAL,https://www.basketball-reference.com/boxscores/202501070DAL.html,Dallas Mavericks,Los Angeles Lakers,Home,21
527,2025-01-07,Minnesota Timberwolves,104,New Orleans Pelicans,97,NOP,MIN,https://www.basketball-reference.com/boxscores/202501070NOP.html,Minnesota Timberwolves,New Orleans Pelicans,Away,-7
528,2025-01-07,Atlanta Hawks,124,Utah Jazz,121,UTA,ATL,https://www.basketball-reference.com/boxscores/202501070UTA.html,Atlanta Hawks,Utah Jazz,Away,-3
529,2025-01-07,Boston Celtics,118,Denver Nuggets,106,DEN,BOS,https://www.basketball-reference.com/boxscores/202501070DEN.html,Boston Celtics,Denver Nuggets,Away,-12
